Name,Netflows,First_Protocol,Second_Protocol,Third_Protocol,p1_d,p2_d,p3_d,duration,max_d,min_d,#packets,Avg_bps,Avg_pps,Avg_bpp,#Bytes,#sp,#dp,first_sp,second_sp,third_sp,first_dp,second_dp,third_dp,p1_ip,p2_ip,p3_ip,p1_ib,p2_ib,p3_ib,Type
1068-csves/1.csv,151,TCP,UDP,,0.0,25.768,75.776,6300.385000000002,149.819,0.0,5228,123734,17,879,4597715,50,45,443,80,123,443,80,1900,1.0,3.0,5.0,40.0,71.0,160.0,not_mine
1069-csves/0.csv,28,TCP,UDP,,0.58075,14.553,49.577,719.077,60.004,0.0,134,1702,1,183,24586,17,16,443,80,57688,443,80,1900,3.0,4.0,6.25,96.0,154.5,427.0,not_mine
1069-csves/1.csv,187,TCP,UDP,,1.0835,12.054,44.7555,4997.37,137.532,0.0,6156,205597,31,820,5053578,85,82,443,80,53,443,80,1900,2.0,3.0,4.0,64.0,96.0,118.0,not_mine
1070-csves/0.csv,372,TCP,UDP,,0.0,0.3115,45.07975,7253.003,60.742,0.0,8273,274316,44,773,6396645,104,102,443,53,80,443,53,80,1.0,2.0,8.0,32.0,64.0,1242.75,not_mine
1070-csves/1.csv,95,TCP,UDP,,1.3835,45.051,58.436,3475.386000000001,103.763,0.0,369,1176,2,60,22156,53,50,443,80,58710,443,80,1900,2.5,4.0,5.0,84.0,152.0,191.0,not_mine
1071-csves/0.csv,140,TCP,UDP,,57.97475,90.1125,92.16324999999999,10162.076999999997,149.185,0.0,520,1544,3,56,29432,75,72,443,80,123,443,80,123,3.0,3.0,4.0,80.0,96.0,160.0,not_mine
1071-csves/1.csv,574,TCP,UDP,,0.0,0.0,23.019,7572.422,90.241,0.0,8658,316242,59,666,5767916,193,191,443,53,80,443,53,80,1.0,1.0,12.0,32.0,67.0,2022.75,not_mine
1072-csves/0.csv,104,TCP,UDP,,0.0,0.0,8.423499999999999,875.0620000000001,80.027,0.0,5079,248011,34,901,4580588,35,33,443,80,44844,443,80,1900,1.0,1.0,4.0,32.0,40.0,139.0,not_mine
1072-csves/1.csv,33,TCP,UDP,,58.002,90.111,120.006,2751.1390000000006,150.056,0.0,235,1147,1,91,21554,20,18,443,80,57614,443,80,1900,3.0,5.0,6.0,96.0,192.0,319.0,not_mine
1073-csves/0.csv,157,TCP,UDP,,0.105,45.056,58.344,6413.094999999999,120.164,0.0,6751,148810,22,815,5506320,33,29,443,80,55662,443,80,1900,2.0,3.0,13.0,40.0,64.0,1395.0,not_mine
1073-csves/1.csv,20,UDP,,,0.0,0.0,0.0,3.003,3.003,0.0,23,271,0,74,1711,11,11,53,39815,60547,53,39815,60547,1.0,1.0,1.0,37.0,47.5,65.75,not_mine
1074-csves/0.csv,108,TCP,UDP,,44.81425,194.2585,225.78175000000002,15700.039999999999,272.299,0.0,5845,124078,19,795,4652123,57,52,443,80,123,443,80,1900,4.75,7.0,10.0,120.0,224.0,696.0,not_mine
